"","KEGG_ID","Human1_ID","Irreversible_Human1","Irreversible.Old","Irreversible","Fil.Irreversible","Pathway","RN","Reaction_formula","C_in","C_out","C_in_name","C_out_name","M_name","Human1.EQUATION","KEGG.EC","Rhea","Gene_symbol_HSA","Human1.ECNumber","Human1.Ensembl","Human1.Symbol","New_KEGG_Symbol","Final.EC","Final.Symbol","RHEA_ID","Reactome_ID","Reactants_SL","Products_SL","SL_change","Reactome_SL","Final_SL","Final_SL_abbr","SL.confirmed","Note","is_core_pathway","Transporter_Class","Is.transport.reaction","is.reaction.group","Reaction.group.Note","is.newly.added.nucleotide.metabolism","is.nucleotide.metabolism","KEGG_module_ids","KEGG_module_names","BDRL_id","C_in_v1.1","C_out_v1.1"
"BDRL_M_707","R01804","",NA,"TRUE","FALSE","TRUE","Amino sugar and nucleotide sugar metabolism;O-Antigen nucleotide sugar biosynthesis;Metabolic pathways;Biosynthesis of nucleotide sugars","rn00520;rn00541;rn01100;rn01250","C00645 + C00074 + C00001 <=> C00270 + C00009","C00645_c + C00074_c + C00001_c","C00270_c + C00009_c","N-Acetyl-D-mannosamine + Phosphoenolpyruvate + H2O","N-Acetylneuraminate + Orthophosphate","N-Acetyl-D-mannosamine + Phosphoenolpyruvate + H2O = N-Acetylneuraminate + Orthophosphate","","2.5.1.56","19276","NANS","","","","NANS","2.5.1.56","NANS","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","M00922","CMP-Neu5Ac biosynthesis","BDRL_M_707","C00645_c + C00074_c + C00001_c","C00270_c + C00009_c"
"BDRL_M_708","R01805","MAR04530","TRUE","FALSE","FALSE","TRUE","Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of nucleotide sugars","rn00520;rn01100;rn01250","C06241 + C00001 <=> C00270 + C00009","C06241_c + C00001_c","C00270_c + C00009_c","N-Acetylneuraminate 9-phosphate + H2O","N-Acetylneuraminate + Orthophosphate","N-Acetylneuraminate 9-phosphate + H2O = N-Acetylneuraminate + Orthophosphate","H2O[c] + N-acetylneuraminate-9-phosphate[c] => N-acetylneuraminate[c] + Pi[c]","3.1.3.29",NA,"NANP","3.1.3.29","ENSG00000170191","NANP","NANP","3.1.3.29","NANP","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_708","C06241_c + C00001_c","C00270_c + C00009_c"
"BDRL_M_709","R01807","",NA,NA,"FALSE","TRUE","","","C00024 + C00270 <=> C00010 + C04016","C00024_g + C00270_g","C00010_g + C04016_g","Acetyl-CoA + N-Acetylneuraminate","CoA + N-Acetyl-7-O-acetylneuraminate","Acetyl-CoA + N-Acetylneuraminate = CoA + N-Acetyl-7-O-acetylneuraminate","","2.3.1.45","20811","CASD1","","","","CASD1","2.3.1.45","CASD1","","","","","","","Golgi Apparatus","g","Y","","Y","","N","N","","0","0","","","BDRL_M_709","C00024_g + C00270_g","C00010_g + C04016_g"
"BDRL_M_710","R01808","",NA,NA,"FALSE","TRUE","","","C00024 + C00270 <=> C00010 + C04017","C00024_g + C00270_g","C00010_g + C04017_g","Acetyl-CoA + N-Acetylneuraminate","CoA + N-Acetyl-9-O-acetylneuraminate","Acetyl-CoA + N-Acetylneuraminate = CoA + N-Acetyl-9-O-acetylneuraminate","","2.3.1.45","26046","CASD1","","","","CASD1","2.3.1.45","CASD1","","","","","","","Golgi Apparatus","g","Y","","Y","","N","N","","0","0","","","BDRL_M_710","C00024_g + C00270_g","C00010_g + C04017_g"
"BDRL_M_711","R01810","MAR09515","TRUE","TRUE","FALSE","TRUE","","","C03708 + C00001 <=> C00270 + C00033","C03708_c + C00001_c","C00270_c + C00033_c","N-Acetyl-O-acetylneuraminate + H2O","N-Acetylneuraminate + Acetate","N-Acetyl-O-acetylneuraminate + H2O = N-Acetylneuraminate + Acetate","H2O[c] + N-acetyl-O-acetylneuraminate[c] => acetate[c] + N-acetylneuraminate[c]","3.1.1.53",NA,"SIAE","3.1.1.53","ENSG00000110013","SIAE","SIAE","3.1.1.53","SIAE","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_711","C03708_c + C00001_c","C00270_c + C00033_c"
"BDRL_M_712","R01811","MAR08373","FALSE","TRUE","FALSE","FALSE","Amino sugar and nucleotide sugar metabolism;Metabolic pathways","rn00520;rn01100","C00270 <=> C00645 + C00022","C00645_c + C00022_c","C00270_c","N-Acetyl-D-mannosamine + Pyruvate","N-Acetylneuraminate"," N-Acetyl-D-mannosamine + Pyruvate = N-Acetylneuraminate ","N-acetyl-D-mannosamine[c] + pyruvate[c] <=> N-acetylneuraminate[c]","4.1.3.3","23299","NPL","","ENSG00000135838","NPL","NPL","4.1.3.3","NPL","23299;23296","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_712","C00645_c + C00022_c","C00270_c"
"BDRL_M_713","R01813","MAR04167","TRUE","FALSE","FALSE","TRUE","Folate biosynthesis;Metabolic pathways","rn00790;rn01100","C00272 + C00006 <=> C04244 + C00005 + C00080","C04244_c + C00005_c + C00080_c","C00272_c + C00006_c","6-Lactoyl-5,6,7,8-tetrahydropterin + NADPH + H+","Tetrahydrobiopterin + NADP+"," 6-Lactoyl-5,6,7,8-tetrahydropterin + NADPH + H+ = Tetrahydrobiopterin + NADP+ ","6-lactoyl-5,6,7,8-tetrahydropterin[c] + H+[c] + NADPH[c] => NADP+[c] + tetrahydrobiopterin[c]","1.1.1.153","42503","TACR1","1.1.1.153","ENSG00000116096","SPR","SPR","1.1.1.153","SPR","42500","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_713","C04244_c + C00005_c + C00080_c","C00272_c + C00006_c"
"BDRL_M_714","R01814","",NA,"FALSE","FALSE","FALSE","Tryptophan metabolism;Metabolic pathways","rn00380;rn01100","C00272 + C00078 + C00007 <=> C00643 + C00268 + C00001","C00272_c + C00078_c + C00007_c","C00643_c + C00268_c + C00001_c","Tetrahydrobiopterin + L-Tryptophan + Oxygen","5-Hydroxy-L-tryptophan + Dihydrobiopterin + H2O","Tetrahydrobiopterin + L-Tryptophan + Oxygen = 5-Hydroxy-L-tryptophan + Dihydrobiopterin + H2O","","1.14.16.4",NA,"TDO2;TPH1","","","","TPH2;TPH1","1.14.16.4","TPH2;TPH1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","M00037","Melatonin biosynthesis, animals, tryptophan => serotonin => melatonin","BDRL_M_714","C00272_c + C00078_c + C00007_c","C00643_c + C00268_c + C00001_c"
"BDRL_M_715","R01815","MAR06728","TRUE","FALSE","FALSE","TRUE","Tyrosine metabolism;Metabolic pathways","rn00350;rn01100","C00272 + C00082 + C00007 <=> C00355 + C00268 + C00001","C00272_c + C00082_c + C00007_c","C00355_c + C00268_c + C00001_c","Tetrahydrobiopterin + L-Tyrosine + Oxygen","3,4-Dihydroxy-L-phenylalanine + Dihydrobiopterin + H2O","Tetrahydrobiopterin + L-Tyrosine + Oxygen = 3,4-Dihydroxy-L-phenylalanine + Dihydrobiopterin + H2O","O2[c] + tetrahydrobiopterin[c] + tyrosine[c] => dihydrobiopterin[c] + H2O[c] + L-dopa[c]","1.14.16.2",NA,"TH","1.14.16.2","ENSG00000180176","TH","TH","1.14.16.2","TH","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","M00042","Catecholamine biosynthesis, tyrosine => dopamine => noradrenaline => adrenaline","BDRL_M_715","C00272_c + C00082_c + C00007_c","C00355_c + C00268_c + C00001_c"
"BDRL_M_716","R01818","MAR04385","TRUE","TRUE","FALSE","TRUE","Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;O-Antigen nucleotide sugar biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of nucleotide sugars","rn00051;rn00520;rn00541;rn01100;rn01110;rn01240;rn01250","C00275  <=> C00636","C00275_c","C00636_c","D-Mannose 6-phosphate","D-Mannose 1-phosphate","D-Mannose 6-phosphate = D-Mannose 1-phosphate","mannose-6-phosphate[c] => mannose-1-phosphate[c]","5.4.2.8","11143","PMM1;PMM2","5.4.2.8","ENSG00000100413 or ENSG00000100417 or ENSG00000140650","POLR3H or PMM1 or PMM2","PMM1;PMM2","5.4.2.8","PMM1;PMM2","11140","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","M00114","Ascorbate biosynthesis, plants, fructose-6P => ascorbate","BDRL_M_716","C00275_c","C00636_c"
"BDRL_M_717","R01821","",NA,NA,"FALSE","TRUE","","","C00718 + C00009 <=> C00718 + C00103","C00718_c + C00009_c","C00718_c + C00103_c","Amylose + Orthophosphate","Amylose + D-Glucose 1-phosphate","Amylose + Orthophosphate = Amylose + D-Glucose 1-phosphate","","2.4.1.1","41735","PYGB;PYGL;PYGM","","","","PYGB;PYGL;PYGM","2.4.1.1","PYGB;PYGL;PYGM","","","","","","","Cytosol","c","Y","Similar to MAR05401, MAR05398 and MAR07323","Y","","N","N","","0","0","","","BDRL_M_717","C00718_c + C00009_c","C00718_c + C00103_c"
"BDRL_M_718","R01827","",NA,"FALSE","FALSE","FALSE","","","C05382 + C00118 <=> C00279 + C00085","C05382_c + C00118_c","C00279_c + C00085_c","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate","D-Erythrose 4-phosphate + D-Fructose 6-phosphate","Sedoheptulose 7-phosphate + D-Glyceraldehyde 3-phosphate = D-Erythrose 4-phosphate + D-Fructose 6-phosphate","","2.2.1.2","17056","TALDO1","","","","TALDO1","2.2.1.2","TALDO1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_718","C05382_c + C00118_c","C00279_c + C00085_c"
"BDRL_M_719","R01829","MAR04355","TRUE","FALSE","FALSE","TRUE","Carbon fixation by Calvin cycle;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism","rn00710;rn01100;rn01120;rn01200","C00447 <=> C00111 + C00279","C00111_c + C00279_c","C00447_c","Glycerone phosphate + D-Erythrose 4-phosphate","Sedoheptulose 1,7-bisphosphate"," Glycerone phosphate + D-Erythrose 4-phosphate = Sedoheptulose 1,7-bisphosphate ","DHAP[c] + erythrose-4-phosphate[c] => sedoheptulose-1,7-bisphosphate[c]","4.1.2.13","30170","ALDOA;ALDOB;ALDOC","4.1.2.13","ENSG00000109107 or ENSG00000136872","ALDOC or ALDOB","ALDOA;ALDOB;ALDOC","4.1.2.13","ALDOA;ALDOB;ALDOC","30167","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","M00165","Reductive pentose phosphate cycle (Calvin cycle)","BDRL_M_719","C00111_c + C00279_c","C00447_c"
"BDRL_M_720","R01835","",NA,"FALSE","FALSE","FALSE","Steroid hormone biosynthesis","rn00140","C03772 + C00006 <=> C00080 + C00005 + C00280","C03772_c + C00006_c","C00080_c + C00005_c + C00280_c","5beta-Androstane-3,17-dione + NADP+","H+ + NADPH + Androstenedione","5beta-Androstane-3,17-dione + NADP+ = H+ + NADPH + Androstenedione","","1.3.1.3",NA,"AKR1D1","","","","AKR1D1","1.3.1.3","AKR1D1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_720","C03772_c + C00006_c","C00080_c + C00005_c + C00280_c"
"BDRL_M_721","R01836","MAR07955","TRUE","TRUE","FALSE","TRUE","Steroid hormone biosynthesis;Steroid degradation;Metabolic pathways;Microbial metabolism in diverse environments","rn00140;rn00984;rn01100;rn01120","C00535 + C00003 <=> C00280 + C00004 + C00080","C00280_r + C00004_r + C00080_r","C00535_r + C00003_r","Androstenedione + NADH + H+","Testosterone + NAD+"," Androstenedione + NADH + H+ = Testosterone + NAD+ ","4-androstene-3,17-dione[r] + H+[r] + NADH[r] => NAD+[r] + testosterone[r]","1.1.1.51;1.1.1.239","14932","AKR1C3;HSD17B2;HSD17B8;HSD17B6","1.1.1.239","ENSG00000025423 or ENSG00000086696 or ENSG00000204228","HSD17B6 or HSD17B2 or HSD17B8","AKR1C3;HSD17B2;HSD17B8;HSD17B6","1.1.1.239","HSD17B6;HSD17B2;HSD17B8","14929","","r","r","r","","Endoplasmic Reticulum","r","N","","Y","","N","N","","0","0","M00976","C19-Steroid hormone biosynthesis, pregnenolone => testosterone => dihydrotestosterone","BDRL_M_721","C00280_r + C00004_r + C00080_r","C00535_r + C00003_r"
"BDRL_M_722","R01837","MAR07954","TRUE","FALSE","FALSE","TRUE","Steroid hormone biosynthesis;Metabolic pathways","rn00140;rn01100","C01227 + C00003 <=> C00280 + C00004 + C00080","C01227_r + C00003_r","C00280_r + C00004_r + C00080_r","Dehydroepiandrosterone + NAD+","Androstenedione + NADH + H+","Dehydroepiandrosterone + NAD+ = Androstenedione + NADH + H+","dehydroepiandrosterone[r] + NAD+[r] => 4-androstene-3,17-dione[r] + H+[r] + NADH[r]","1.1.1.145;5.3.3.1","43935","HSD3B1;HSD3B2","5.3.3.1","ENSG00000203857 or ENSG00000203859","HSD3B1 or HSD3B2","HSD3B1;HSD3B2","5.3.3.1","HSD3B1;HSD3B2","43932","","r","r","r","","Endoplasmic Reticulum","r","Y","","Y","","N","N","","0","0","M00110; M00976","C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone | C19-Steroid hormone biosynthesis, pregnenolone => testosterone => dihydrotestosterone","BDRL_M_722","C01227_r + C00003_r","C00280_r + C00004_r + C00080_r"
"BDRL_M_723","R01838","MAR01974","TRUE","TRUE","FALSE","TRUE","Steroid hormone biosynthesis;Steroid degradation;Metabolic pathways;Microbial metabolism in diverse environments","rn00140;rn00984;rn01100;rn01120","C00535 + C00006 <=> C00280 + C00005 + C00080","C00280_r + C00005_r + C00080_r","C00535_r + C00006_r","Androstenedione + NADPH + H+","Testosterone + NADP+"," Androstenedione + NADPH + H+ = Testosterone + NADP+ ","4-androstene-3,17-dione[r] + H+[r] + NADPH[r] => NADP+[r] + testosterone[r]","1.1.1.51;1.1.1.64","14984","AKR1C3;HSD17B3","1.1.1.62;1.1.1.64","ENSG00000025423 or ENSG00000086696 or ENSG00000108786 or ENSG00000130948 or ENSG00000132196 or ENSG00000149084 or ENSG00000196139 or ENSG00000198189 or ENSG00000204228","HSD17B6 or HSD17B2 or HSD17B1 or HSD17B3 or HSD17B7 or HSD17B12 or AKR1C3 or HSD17B11 or HSD17B8","AKR1C3;HSD17B3","1.1.1.62;1.1.1.64","HSD17B6;HSD17B2;HSD17B1;HSD17B3;HSD17B7;HSD17B12;AKR1C3;HSD17B11;HSD17B8","14981","","r","r","r","","Endoplasmic Reticulum","r","Y","","Y","","N","N","","0","0","M00976","C19-Steroid hormone biosynthesis, pregnenolone => testosterone => dihydrotestosterone","BDRL_M_723","C00280_r + C00005_r + C00080_r","C00535_r + C00006_r"
"BDRL_M_724","R01838","MAR01973","TRUE","TRUE","FALSE","TRUE","Steroid hormone biosynthesis;Steroid degradation;Metabolic pathways;Microbial metabolism in diverse environments","rn00140;rn00984;rn01100;rn01120","C00535 + C00006 <=> C00280 + C00005 + C00080","C00280_c + C00005_c + C00080_c","C00535_c + C00006_c","Androstenedione + NADPH + H+","Testosterone + NADP+"," Androstenedione + NADPH + H+ = Testosterone + NADP+ ","4-androstene-3,17-dione[c] + H+[c] + NADPH[c] => NADP+[c] + testosterone[c]","1.1.1.51;1.1.1.64","14984","AKR1C3;HSD17B3","1.1.1.62;1.1.1.64","ENSG00000025423 or ENSG00000086696 or ENSG00000108786 or ENSG00000130948 or ENSG00000132196 or ENSG00000149084 or ENSG00000196139 or ENSG00000198189 or ENSG00000204228","HSD17B6 or HSD17B2 or HSD17B1 or HSD17B3 or HSD17B7 or HSD17B12 or AKR1C3 or HSD17B11 or HSD17B8","AKR1C3;HSD17B3","1.1.1.62;1.1.1.64","HSD17B6;HSD17B2;HSD17B1;HSD17B3;HSD17B7;HSD17B12;AKR1C3;HSD17B11;HSD17B8","14981","R-HSA-193064","c","c","c","cytosol","Cytosol","c","Y","","Y","","N","N","","0","0","M00976","C19-Steroid hormone biosynthesis, pregnenolone => testosterone => dihydrotestosterone","BDRL_M_724","C00280_c + C00005_c + C00080_c","C00535_c + C00006_c"
"BDRL_M_725","R01840","",NA,NA,"FALSE","TRUE","Steroid hormone biosynthesis;Metabolic pathways","rn00140;rn01100","C00280 + C03024 + C00007 <=> C05290 + C03161 + C00001","C00280_c + C03024_c + C00007_c","C05290_c + C03161_c + C00001_c","Androstenedione + [Reduced NADPH---hemoprotein reductase] + Oxygen","19-Hydroxyandrost-4-ene-3,17-dione + [Oxidized NADPH---hemoprotein reductase] + H2O","Androstenedione + [Reduced NADPH---hemoprotein reductase] + Oxygen = 19-Hydroxyandrost-4-ene-3,17-dione + [Oxidized NADPH---hemoprotein reductase] + H2O","","1.14.14.14","38202","CYP19A1","","","","CYP19A1","1.14.14.14","CYP19A1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","M00110","C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone","BDRL_M_725","C00280_c + C03024_c + C00007_c","C05290_c + C03161_c + C00001_c"
"BDRL_M_726","R01842","",NA,"FALSE","FALSE","FALSE","Steroid hormone biosynthesis","rn00140","C00280 + C03024 + C00007 <=> C05296 + C03161 + C00001","C00280_c + C03024_c + C00007_c","C05296_c + C03161_c + C00001_c","Androstenedione + [Reduced NADPH---hemoprotein reductase] + Oxygen","7alpha-Hydroxyandrost-4-ene-3,17-dione + [Oxidized NADPH---hemoprotein reductase] + H2O","Androstenedione + [Reduced NADPH---hemoprotein reductase] + Oxygen = 7alpha-Hydroxyandrost-4-ene-3,17-dione + [Oxidized NADPH---hemoprotein reductase] + H2O","","1.14.14.1",NA,"CYP3A7-CYP3A51P;CYP2D6;CYP4F8;CYP1A1;CYP1A2;CYP1B1;CYP3A7;CYP2A13;CYP2C8;CYP2C18;CYP2D7;CYP2F1;CYP2J2;CYP3A5;CYP4A11;CYP4B1;CYP4Z1;CYP4X1;CYP4A22;CYP2S1;CYP4F11;CYP3A43;CYP4F12","","","","CYP3A7-CYP3A51P;CYP2D6;CYP4F8;CYP1A1;CYP1A2;CYP1B1;CYP3A7;CYP2A13;CYP2C8;CYP2C18;CYP2D7;CYP2F1;CYP2J2;CYP3A5;CYP4A11;CYP4B1;CYP4Z1;CYP4X1;CYP4A22;CYP2S1;CYP4F11;CYP3A43;CYP4F12","1.14.14.1","CYP3A7-CYP3A51P;CYP2D6;CYP4F8;CYP1A1;CYP1A2;CYP1B1;CYP3A7;CYP2A13;CYP2C8;CYP2C18;CYP2D7;CYP2F1;CYP2J2;CYP3A5;CYP4A11;CYP4B1;CYP4Z1;CYP4X1;CYP4A22;CYP2S1;CYP4F11;CYP3A43;CYP4F12","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_726","C00280_c + C03024_c + C00007_c","C05296_c + C03161_c + C00001_c"
"BDRL_M_727","R01844","MAR09799","FALSE",NA,"FALSE","FALSE","Pentose phosphate pathway;Metabolic pathways","rn00030;rn01100","C00002 + C02076 <=> C00008 + C05382","C00002_c + C02076_c","C00008_c + C05382_c","ATP + Sedoheptulose","ADP + Sedoheptulose 7-phosphate","ATP + Sedoheptulose = ADP + Sedoheptulose 7-phosphate","ATP[c] + sedoheptulose[c] <=> ADP[c] + H+[c] + sedoheptulose-7-phosphate[c]","2.7.1.14","23847","SHPK","2.7.1.14","ENSG00000197417","SHPK","SHPK","2.7.1.14","SHPK","23844","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_727","C00002_c + C02076_c","C00008_c + C05382_c"
"BDRL_M_728","R01845","",NA,"FALSE","FALSE","FALSE","Carbon fixation by Calvin cycle;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism","rn00710;rn01100;rn01120;rn01200","C00447 + C00001 <=> C05382 + C00009","C00447_c + C00001_c","C05382_c + C00009_c","Sedoheptulose 1,7-bisphosphate + H2O","Sedoheptulose 7-phosphate + Orthophosphate","Sedoheptulose 1,7-bisphosphate + H2O = Sedoheptulose 7-phosphate + Orthophosphate","","3.1.3.11;3.1.3.37","17464","FBP1;KHSRP","","","","FBP1;FBP2","3.1.3.11;3.1.3.37","FBP1;FBP2","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","M00165","Reductive pentose phosphate cycle (Calvin cycle)","BDRL_M_728","C00447_c + C00001_c","C05382_c + C00009_c"
"BDRL_M_729","R01851","",NA,NA,"FALSE","TRUE","Sulfur metabolism;Metabolic pathways","rn00920;rn01100","C00409 + C00007 + C00001 <=> C00283 + C00067 + C00027","C00409_c + C00007_c + C00001_c","C00283_c + C00067_c + C00027_c","Methanethiol + Oxygen + H2O","Hydrogen sulfide + Formaldehyde + Hydrogen peroxide","Methanethiol + Oxygen + H2O = Hydrogen sulfide + Formaldehyde + Hydrogen peroxide","","1.8.3.4","11815","SELENBP1","","","","SELENBP1","1.8.3.4","SELENBP1","","","","","","","Cytosol","c","N","","Y","","N","N","","0","0","","","BDRL_M_729","C00409_c + C00007_c + C00001_c","C00283_c + C00067_c + C00027_c"
"BDRL_M_730","R01857","MAR07888","FALSE","FALSE","FALSE","FALSE","Purine metabolism;Metabolic pathways;Nucleotide metabolism","rn00230;rn01100;rn01232","C00002 + C00361 <=> C00008 + C00286","C00002_n + C00361_n","C00008_n + C00286_n","ATP + dGDP","ADP + dGTP","ATP + dGDP = ADP + dGTP","","2.7.4.6","27693","NME6;AK9;NME7;RMRP;NME2;NME3;NME4;NME1-NME2","2.7.4.6","ENSG00000239672 or ENSG00000243678","NME1 or NME2","NME6;AK9;NME7;NME1;NME2;NME3;NME4;NME1-NME2","2.7.4.6","NME1;NME2","27693;27690","","n","n","n","","Nucleus","n","Y","","Y","","N","N","","1","1","M00053","Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP","BDRL_M_730","C00002_n + C00361_n","C00008_n + C00286_n"
"BDRL_M_731","R01857","MAR04570","FALSE","FALSE","FALSE","FALSE","Purine metabolism;Metabolic pathways;Nucleotide metabolism","rn00230;rn01100;rn01232","C00002 + C00361 <=> C00008 + C00286","C00002_c + C00361_c","C00008_c + C00286_c","ATP + dGDP","ADP + dGTP","ATP + dGDP = ADP + dGTP","","2.7.4.6","27693","NME6;AK9;NME7;RMRP;NME2;NME3;NME4;NME1-NME2","2.7.4.6","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","NME3 or NME4 or NME7 or NME6 or NME1 or NME2","NME6;AK9;NME7;NME1;NME2;NME3;NME4;NME1-NME2","2.7.4.6","NME3;NME4;NME7;NME6;NME1;NME2","27693;27690","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","1","1","M00053","Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP","BDRL_M_731","C00002_c + C00361_c","C00008_c + C00286_c"
"BDRL_M_732","R01857","MAR04572","TRUE","FALSE","FALSE","TRUE","Purine metabolism;Metabolic pathways;Nucleotide metabolism","rn00230;rn01100;rn01232","C00002 + C00361 <=> C00008 + C00286","C00002_m + C00361_m","C00008_m + C00286_m","ATP + dGDP","ADP + dGTP","ATP + dGDP = ADP + dGTP","","2.7.4.6","27693","NME6;AK9;NME7;RMRP;NME2;NME3;NME4;NME1-NME2","2.7.4.6","ENSG00000103024 or ENSG00000103202 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678","NME3 or NME4 or NME7 or NME6 or NME1 or NME2","NME6;AK9;NME7;NME1;NME2;NME3;NME4;NME1-NME2","2.7.4.6","NME3;NME4;NME7;NME6;NME1;NME2","27692;27690","","m","m","m","","Mitochondria","m","Y","","Y","","N","N","","1","1","M00053","Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP","BDRL_M_732","C00002_m + C00361_m","C00008_m + C00286_m"
"BDRL_M_733","R01858","MAR04573","TRUE","FALSE","FALSE","TRUE","Metabolic pathways","rn01100","C00286 + C00022 <=> C00361 + C00074","C00361_c + C00074_c","C00286_c + C00022_c","dGDP + Phosphoenolpyruvate","dGTP + Pyruvate"," dGDP + Phosphoenolpyruvate = dGTP + Pyruvate ","dGDP[c] + H+[c] + PEP[c] => dGTP[c] + pyruvate[c]","2.7.1.40","30794","PKLR;PKM","2.7.1.40","ENSG00000067225 or ENSG00000143627","PKM or PKLR","PKLR;PKM","2.7.1.40","PKLR;PKM","30793;30791","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_733","C00361_c + C00074_c","C00286_c + C00022_c"
"BDRL_M_734","R01859","MAR03208","TRUE","TRUE","FALSE","TRUE","Valine, leucine and isoleucine degradation;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Other carbon fixation pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism","rn00280;rn00630;rn00640;rn00720;rn01100;rn01110;rn01120;rn01200","C00002 + C00100 + C00288 <=> C00008 + C00009 + C02557","C00002_m + C00100_m + C02557_m","C00008_m + C00009_m + C02557_m","ATP + Propanoyl-CoA + HCO3-","ADP + Orthophosphate + Methylmalonyl-CoA","ATP + Propanoyl-CoA + HCO3- = ADP + Orthophosphate + Methylmalonyl-CoA","ATP[m] + HCO3-[m] + propanoyl-CoA[m] => ADP[m] + H+[m] + methylmalonyl-CoA[m] + Pi[m]","6.4.1.3","23723","PCCA;PCCB","6.4.1.3","ENSG00000114054 and ENSG00000175198","PCCB and PCCA","PCCA;PCCB","6.4.1.3","PCCA;PCCB","23721;23720","","m","m","m","","Mitochondria","m","Y","","Y","","N","N","","0","0","M00373; M00375; M00376; M00741","Ethylmalonyl pathway | Hydroxypropionate-hydroxybutylate cycle | 3-Hydroxypropionate bi-cycle | Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","BDRL_M_734","C00002_m + C00100_m + C02557_m","C00008_m + C00009_m + C02557_m"
"BDRL_M_735","R01863","MAR04574","FALSE","FALSE","FALSE","FALSE","Purine metabolism;Metabolic pathways;Nucleotide metabolism","rn00230;rn01100;rn01232","C00294 + C00009 <=> C00262 + C00620","C00294_c + C00009_c","C00262_c + C00620_c","Inosine + Orthophosphate","Hypoxanthine + alpha-D-Ribose 1-phosphate","Inosine + Orthophosphate = Hypoxanthine + alpha-D-Ribose 1-phosphate","inosine[c] + Pi[c] <=> hypoxanthine[c] + ribose-1-phosphate[c]","2.4.2.1","27649","LACC1;PPY","2.4.2.1","ENSG00000198805","PNP","LACC1;PNP","2.4.2.1","LACC1;PNP","27646","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","1","M00958","Adenine ribonucleotide degradation, AMP => Urate","BDRL_M_735","C00294_c + C00009_c","C00262_c + C00620_c"
